date,open,high,low,close,volume,RSI_14,EMA_3,EMA_7,EMA_10,EMA_14,EMA_21
2020-05-08 09:15:00+05:30,536.9,537.05,533.1,535.0,379455,77.14240426448688,532.2955562735311,530.7614331007666,530.316201214469,530.0294507050543,529.8383210027331
2020-05-08 09:16:00+05:30,534.65,535.0,532.8,533.1,299862,64.43466706313782,532.6977781367656,531.3460748255749,530.8223464482019,530.4388572777137,530.1348372752119
2020-05-08 09:17:00+05:30,533.4,536.55,533.1,536.05,209163,72.11526005536817,534.3738890683828,532.5220561191811,531.7728289121651,531.1870096406852,530.6725793411017
2020-05-08 09:18:00+05:30,536.0,536.8,534.9,535.0,175845,66.60201603646001,534.6869445341914,533.1415420893859,532.3595872917714,531.6954083552606,531.0659812191834
2020-05-08 09:19:00+05:30,534.45,536.5,534.45,535.6,205461,68.10267147706537,535.1434722670957,533.7561565670394,532.948753238722,532.2160205745593,531.4781647447122
2020-05-08 09:20:00+05:30,536.0,536.9,534.65,534.95,296160,64.7104667334323,535.0467361335479,534.0546174252795,533.3126162862271,532.5805511646181,531.7937861315565
2020-05-08 09:21:00+05:30,535.2,536.15,534.2,534.2,199908,60.938709337474684,534.623368066774,534.0909630689596,533.4739587796404,532.7964776760024,532.0125328468696
2020-05-08 09:22:00+05:30,534.2,534.8,533.7,533.8,90699,58.96471970193934,534.211684033387,534.0182223017197,533.533239001524,532.9302806525354,532.1750298607906
2020-05-08 09:23:00+05:30,533.8,533.8,532.6,533.45,98103,57.218180273371416,533.8308420166935,533.8761667262897,533.5181046376105,532.9995765655308,532.2909362370824
2020-05-08 09:24:00+05:30,533.45,534.35,533.35,533.95,68487,59.08275249769366,533.8904210083467,533.8946250447173,533.5966310671358,533.1262996901268,532.4417602155295
2020-05-08 09:25:00+05:30,533.95,535.4,533.95,534.5,209163,61.09157241414753,534.1952105041734,534.045968783538,533.7608799640202,533.3094597314432,532.6288729232086
2020-05-08 09:26:00+05:30,534.5,534.7,533.4,534.25,72189,59.65785283698637,534.2226052520866,534.0969765876534,533.8498108796529,533.4348651005841,532.7762481120078
2020-05-08 09:27:00+05:30,534.25,534.55,532.7,533.5,81444,55.45333211192676,533.8613026260433,533.9477324407401,533.7862089015341,533.4435497538395,532.842043738189
2020-05-08 09:28:00+05:30,533.5,533.8,532.4,533.8,124017,56.76589472444283,533.8306513130217,533.910799330555,533.7887163739824,533.4910764533277,532.9291306710809
2020-05-08 09:29:00+05:30,533.7,533.8,533.15,533.35,72189,54.18676054964196,533.5903256565109,533.7705994979162,533.708949760531,533.4722662595507,532.9673915191644
2020-05-08 09:30:00+05:30,533.35,533.8,533.25,533.7,38871,55.866325303144194,533.6451628282555,533.7529496234372,533.7073225313435,533.5026307582773,533.0339922901494
2020-05-08 09:31:00+05:30,533.45,536.3,533.45,536.25,351690,65.72537898289559,534.9475814141277,534.3772122175778,534.1696275256447,533.8689466571736,533.3263566274086
2020-05-08 09:32:00+05:30,536.25,538.0,536.25,537.4,314670,69.0800244354063,536.1737907070639,535.1329091631834,534.7569679755275,534.3397537695505,533.6966878430987
2020-05-08 09:33:00+05:30,537.4,539.4,537.0,539.4,409071,73.86997125580274,537.7868953535319,536.1996818723876,535.6011556163406,535.0144532669437,534.2151707664534
2020-05-08 09:34:00+05:30,539.2,540.6,539.1,540.0,449793,75.11542530891481,538.893447676766,537.1497614042908,536.4009455042788,535.6791928313512,534.7410643331394
2020-05-08 09:35:00+05:30,540.05,540.75,538.7,539.3,303564,70.8712861979599,539.096723838383,537.687321053218,536.9280463216826,536.1619671205044,535.1555130301267
2020-05-08 09:36:00+05:30,539.15,539.15,537.25,537.9,148080,63.18227618494419,538.4983619191914,537.7404907899136,537.1047651722857,536.3937048377705,535.4050118455697
2020-05-08 09:37:00+05:30,538.3,540.4,537.9,540.0,244332,68.67262632306254,539.2491809595957,538.3053680924352,537.6311715045974,536.8745441927344,535.822738041427
2020-05-08 09:38:00+05:30,540.0,540.0,539.0,539.85,124017,67.89381906095505,539.5495904797979,538.6915260693264,538.0345948673979,537.2712716337032,536.1888527649336
2020-05-08 09:39:00+05:30,539.85,542.4,539.65,542.0,370200,72.67690432445517,540.7747952398989,539.5186445519948,538.7555776187801,537.9017687492095,536.7171388772124
2020-05-08 09:40:00+05:30,542.25,542.75,541.65,542.1,364647,72.87928397820218,541.4373976199495,540.1639834139961,539.3636544153655,538.4615329159816,537.2064898883749
2020-05-08 09:41:00+05:30,542.1,542.2,541.45,541.75,155484,70.89987674216783,541.5936988099747,540.5604875604971,539.7975354307537,538.8999951938507,537.619536262159
2020-05-08 09:42:00+05:30,541.85,542.7,540.8,542.6,151782,72.82988056261438,542.0968494049873,541.0703656703728,540.3070744433439,539.393329168004,538.0723056928719
2020-05-08 09:43:00+05:30,542.6,543.75,542.35,543.3,370200,74.3392530576808,542.6984247024936,541.6277742527795,540.8512427263723,539.9142186122701,538.5475506298835
2020-05-08 09:44:00+05:30,542.95,543.3,541.6,542.0,157335,66.90567607511818,542.3492123512468,541.7208306895847,541.0601076852137,540.1923227973008,538.8614096635305
2020-05-08 09:45:00+05:30,542.0,543.6,541.75,542.25,235077,67.57712428687098,542.2996061756235,541.8531230171885,541.2764517424475,540.4666797576607,539.1694633304822
2020-05-08 09:46:00+05:30,542.5,543.4,542.25,543.2,79593,70.06276828063179,542.7498030878118,542.1898422628915,541.6261877892753,540.8311224566394,539.5358757549839
2020-05-08 09:47:00+05:30,543.4,543.4,541.55,541.9,103656,62.950751909097185,542.3249015439059,542.1173816971686,541.6759718275888,540.9736394624208,539.7507961408944
2020-05-08 09:48:00+05:30,541.5,541.9,540.4,540.75,170292,57.399945206690596,541.537450771953,541.7755362728765,541.5076133134818,540.9438208674313,539.8416328553585
2020-05-08 09:49:00+05:30,540.85,541.3,538.6,539.35,240630,51.451934164340194,540.4437253859764,541.1691522046574,541.1153199837578,540.7313114184404,539.7969389594168
2020-05-08 09:50:00+05:30,539.2,539.55,538.25,539.55,155484,52.21374980401784,539.9968626929882,540.764364153493,540.8307163503472,540.573803229315,539.7744899631061
2020-05-08 09:51:00+05:30,539.7,539.7,537.75,538.45,201759,47.773453404260316,539.2234313464942,540.1857731151198,540.3978588321022,540.2906294654064,539.6540817846419
2020-05-08 09:52:00+05:30,538.45,539.75,538.0,539.6,124017,52.33695973226855,539.411715673247,540.0393298363398,540.2527935899018,540.1985455366855,539.6491652587654
2020-05-08 09:53:00+05:30,539.6,539.9,538.6,539.05,83295,50.082994723671284,539.2308578366235,539.7919973772548,540.0341038462832,540.0454061317942,539.5946956897867
2020-05-08 09:54:00+05:30,539.1,539.1,538.1,538.65,40722,48.448800419205206,538.9404289183117,539.5064980329411,539.7824486015044,539.8593519808883,539.5088142634424
2020-05-08 09:55:00+05:30,538.65,538.9,538.35,538.65,53679,48.44880041920521,538.7952144591559,539.2923735247058,539.5765488557763,539.6981050501032,539.4307402394932
2020-05-08 09:56:00+05:30,538.6,539.15,538.55,539.15,59232,50.777208112561134,538.972607229578,539.2567801435293,539.4989945183625,539.6250243767561,539.4052183995392
2020-05-08 09:57:00+05:30,539.15,539.5,538.2,538.4,66636,47.32433430847477,538.686303614789,539.042585107647,539.2991773332056,539.4616877931886,539.313834908672
2020-05-08 09:58:00+05:30,538.4,539.45,538.4,539.1,118464,50.69433629507181,538.8931518073946,539.0569388307352,539.2629632726228,539.4134627540968,539.29439537152
2020-05-08 09:59:00+05:30,539.1,539.4,538.4,539.15,129570,50.93579426480411,539.0215759036973,539.0802041230514,539.2424244957822,539.3783343868839,539.2812685195636
2020-05-08 10:00:00+05:30,539.15,539.4,539.0,539.1,31467,50.66857478923793,539.0607879518486,539.0851530922886,539.2165291329127,539.3412231352994,539.2647895632397
2020-05-08 10:01:00+05:30,539.25,539.25,538.35,538.5,116613,47.45150178776703,538.7803939759243,538.9388648192164,539.0862511087468,539.2290600505928,539.1952632393088
2020-05-08 10:02:00+05:30,538.5,539.7,538.5,539.6,48126,53.305038747839525,539.1901969879622,539.1041486144123,539.1796599980655,539.2785187105138,539.2320574902807
2020-05-08 10:03:00+05:30,539.6,541.35,539.45,541.0,94401,59.49004138935161,540.0950984939811,539.5781114608093,539.5106309075081,539.508049549112,539.3927795366187
2020-05-08 10:04:00+05:30,541.0,541.35,540.5,540.5,59232,56.606268534915564,540.2975492469906,539.8085835956069,539.690516197052,539.6403096092304,539.4934359423806
2020-05-08 10:05:00+05:30,540.5,541.8,540.5,541.75,109209,61.61576791200717,541.0237746234952,540.2939376967051,540.064967797588,539.9216016613329,539.698578129437
2020-05-08 10:06:00+05:30,541.75,541.75,540.7,541.0,62934,57.3386545451898,541.0118873117476,540.4704532725289,540.234973652572,540.0653881064886,539.816889208579
2020-05-08 10:07:00+05:30,541.0,541.35,541.0,541.05,49977,57.55021176376514,541.0309436558738,540.6153399543966,540.3831602611951,540.1966696922901,539.9289901896173
2020-05-08 10:08:00+05:30,541.05,541.05,539.5,539.5,127719,49.375843398940376,540.2654718279368,540.3365049657975,540.2225856682505,540.1037803999848,539.8899910814702
2020-05-08 10:09:00+05:30,539.75,540.95,539.75,540.75,27765,54.93500847708105,540.5077359139684,540.4398787243481,540.318479183114,540.1899430133201,539.9681737104274
2020-05-08 10:10:00+05:30,540.75,540.8,540.4,540.4,22212,53.17426542494527,540.4538679569841,540.4299090432611,540.3333011498205,540.2179506115441,540.0074306458431
2020-05-08 10:11:00+05:30,540.4,540.85,540.3,540.65,12957,54.30097090965987,540.5519339784921,540.4849317824459,540.390882758944,540.2755571966716,540.0658460416755
2020-05-08 10:12:00+05:30,540.65,540.65,539.9,540.0,33318,50.87348757405436,540.2759669892461,540.3636988368344,540.3198131664087,540.2388162371153,540.0598600378868
2020-05-08 10:13:00+05:30,540.0,540.45,539.95,540.45,20361,53.081471854647255,540.362983494623,540.3852741276257,540.3434834997889,540.2669740721667,540.0953273071698
