date,open,high,low,close,volume,RSI_14,EMA_3,EMA_7,EMA_10,EMA_14,EMA_21
2020-05-08 12:25:00+05:30,540.2,540.8,538.0,538.8,509025,40.20725771718708,539.9791247493017,541.2708260263596,541.7593672614091,542.0356692504283,541.912827255077
2020-05-08 12:30:00+05:30,538.8,539.85,538.3,539.5,257289,43.082173678897,539.7395623746509,540.8281195197696,541.3485732138802,541.6975800170379,541.6934793227972
2020-05-08 12:35:00+05:30,539.5,539.5,538.1,538.25,225822,39.435778319481486,538.9947811873254,540.1835896398272,540.785196265902,541.2379026814328,541.3804357479975
2020-05-08 12:40:00+05:30,538.25,539.55,538.0,539.25,212865,43.55191715427176,539.1223905936627,539.9501922298705,540.5060696721016,540.9728489905751,541.1867597709067
2020-05-08 12:45:00+05:30,539.4,539.4,538.5,539.0,155484,42.76933301108945,539.0611952968313,539.7126441724029,540.2322388226286,540.7098024584984,540.987963428097
2020-05-08 12:50:00+05:30,539.0,539.0,536.65,537.9,368349,39.41345878921365,538.4805976484156,539.2594831293021,539.8081954003325,540.3351621306987,540.7072394800882
2020-05-08 12:55:00+05:30,537.9,538.95,537.7,538.95,172143,43.93557643074254,538.7152988242078,539.1821123469765,539.6521598729993,540.1504738466056,540.5474904364438
2020-05-08 13:00:00+05:30,538.8,538.85,537.0,537.0,181398,38.22885146593449,537.8576494121039,538.6365842602324,539.1699489869994,539.7304106670582,540.224991305858
2020-05-08 13:05:00+05:30,537.35,538.55,537.25,538.55,192504,44.40974227245522,538.2038247060519,538.6149381951743,539.0572309893631,539.5730225781172,540.0727193689618
2020-05-08 13:10:00+05:30,538.5,538.55,537.6,538.2,259140,43.354812055362856,538.201912353026,538.5112036463807,538.9013708094789,539.3899529010349,539.9024721536016
2020-05-08 13:15:00+05:30,538.2,538.35,537.5,538.0,124017,42.73017635897084,538.100956176513,538.3834027347856,538.7374852077554,539.2046258475636,539.7295201396378
2020-05-08 13:20:00+05:30,538.0,538.0,534.95,535.6,472005,36.02305763497521,536.8504780882565,537.6875520510891,538.1670333517999,538.7240090678885,539.3541092178525
2020-05-08 13:25:00+05:30,535.6,536.65,535.05,536.05,303564,37.98849643695597,536.4502390441282,537.2781640383168,537.7821181969272,538.3674745255033,539.0537356525932
2020-05-08 13:30:00+05:30,536.05,536.95,535.8,536.5,235077,39.9743959446667,536.4751195220641,537.0836230287376,537.5490057974858,538.1184779221029,538.8215778659938
2020-05-08 13:35:00+05:30,536.5,537.6,535.6,535.8,192504,37.939034735377476,536.137559761032,536.7627172715531,537.2310047433974,537.8093475324893,538.5468889690853
2020-05-08 13:40:00+05:30,535.8,536.45,535.4,535.4,185100,36.78639535791638,535.7687798805159,536.4220379536648,536.8980947900524,537.488101194824,538.2608081537139
2020-05-08 13:45:00+05:30,535.4,536.75,535.4,536.0,155484,39.743631931563,535.884389940258,536.3165284652487,536.7348048282247,537.2896877021808,538.0552801397399
2020-05-08 13:50:00+05:30,536.0,536.0,532.6,534.1,807036,34.275420067707486,534.992194970129,535.7623963489365,536.2557494049111,536.8643960085567,537.6957092179454
2020-05-08 13:55:00+05:30,533.9,534.0,532.15,533.8,383157,33.491865130509495,534.3960974850645,535.2717972617024,535.809249513109,536.4558098740824,537.3415538344958
2020-05-08 14:00:00+05:30,533.8,534.0,532.9,533.45,242481,32.55676235122334,533.9230487425323,534.8163479462769,535.3802950561801,536.0550352242049,536.987776213178
2020-05-08 14:05:00+05:30,533.45,534.5,533.1,533.75,225822,34.25127662903516,533.8365243712661,534.5497609597077,535.0838777732382,535.7476971943108,536.6934329210709
2020-05-08 14:10:00+05:30,533.75,534.5,533.05,533.75,214716,34.25127662903516,533.793262185633,534.3498207197807,534.8413545417403,535.4813375684028,536.4258481100644
2020-05-08 14:15:00+05:30,533.75,534.05,530.25,530.65,908841,26.324778613233562,532.2216310928166,533.4248655398355,534.0792900796057,534.8371592259491,535.9007710091495
2020-05-08 14:20:00+05:30,530.65,532.8,530.2,532.5,260991,35.86377537701826,532.3608155464083,533.1936491548767,533.7921464287683,534.5255379958226,535.5916100083177
2020-05-08 14:25:00+05:30,532.5,533.4,531.95,532.8,192504,37.281880704121704,532.5804077732041,533.0952368661574,533.6117561689922,534.2954662630463,535.3378272802888
2020-05-08 14:30:00+05:30,532.8,534.4,532.5,532.95,181398,38.01980653348021,532.7652038866021,533.058927649618,533.4914368655391,534.1160707613068,535.1207520729898
2020-05-08 14:35:00+05:30,532.95,534.1,531.9,532.0,214716,35.19542761651108,532.3826019433011,532.7941957372135,533.2202665263501,533.8339279931326,534.8370473390817
2020-05-08 14:40:00+05:30,532.05,532.1,529.55,530.65,690423,31.60264205210939,531.5163009716505,532.2581468029101,532.7529453397409,533.409404260715,534.4564066718924
2020-05-08 14:45:00+05:30,530.8,531.1,527.35,529.3,716337,28.4725565662186,530.4081504858252,531.5186101021825,532.1251370961515,532.8614836926197,533.987642428993
2020-05-08 14:50:00+05:30,529.2,529.95,528.05,529.95,277650,31.966530780639985,530.1790752429126,531.1264575766369,531.729657624124,532.4732858669371,533.6205840263573
2020-05-08 14:55:00+05:30,529.95,530.7,529.3,530.4,225822,34.357191721002295,530.2895376214562,530.9448431824777,531.4879016924651,532.1968477513454,533.3278036603248
2020-05-08 15:00:00+05:30,530.5,531.4,528.7,529.4,355392,31.69206379738597,529.844768810728,530.5586323868583,531.108283202926,531.8239347178327,532.9707306002952
2020-05-08 15:05:00+05:30,529.5,529.95,529.05,529.75,257289,33.63254002009707,529.797384405364,530.3564742901438,530.8613226205758,531.5474100887884,532.6779369093592
2020-05-08 15:10:00+05:30,529.7,529.75,528.25,528.6,460899,30.56059495107482,529.198692202682,529.9173557176078,530.4501730531983,531.1544220769499,532.3072153721447
2020-05-08 15:15:00+05:30,528.6,529.6,528.6,528.95,394263,32.578979834860775,529.074346101341,529.6755167882059,530.1774143162531,530.8604991333566,532.002013974677
2020-05-08 15:20:00+05:30,529.05,529.05,527.7,528.0,616383,30.02768803418867,528.5371730506705,529.2566375911545,529.781520804207,530.479099248909,531.6381945224337
2020-05-08 15:25:00+05:30,528.0,528.75,527.5,528.0,499770,30.02768803418867,528.2685865253352,528.9424781933658,529.4576079307149,530.1485526823878,531.3074495658487
